#Lambda	Bandwidth	AOI	Delta	Psi	Zone	Amin	Pmin	Afix	Pfix	ROIidx	X_pos	Y_pos	Theta_pos
#nm	nm	deg	deg	deg	-	deg	deg	deg	deg	-	mm	mm	deg
658.0	2.0	64.000	173.662	18.693	1	-18.684	-48.168	-18.770	-48.168	000	-6.061	18.183	0.000
658.0	2.0	64.000	174.230	18.880	3	18.888	42.116	18.785	42.116	000	-6.061	18.183	0.000
658.0	2.0	68.000	172.433	12.963	4	12.955	48.641	30.000	48.640	000	-6.061	18.183	0.000
658.0	2.0	68.000	171.780	13.377	2	-13.386	-40.894	-12.971	-40.894	000	-6.061	18.183	0.000
658.0	2.0	68.000	170.628	13.380	1	-13.370	-49.690	-12.955	-49.690	000	-6.061	18.183	0.000
658.0	2.0	68.000	171.285	13.555	3	13.565	40.649	12.971	40.649	000	-6.061	18.183	0.000
658.0	2.0	52.000	177.600	30.101	4	30.096	46.201	30.000	46.201	000	6.062	18.183	0.000
658.0	2.0	52.000	177.807	29.925	2	-29.930	-43.903	-30.106	-43.903	000	6.061	18.183	0.000
658.0	2.0	52.000	176.998	29.930	1	-29.924	-46.500	-30.096	-46.500	000	6.061	18.183	0.000
658.0	2.0	52.000	177.608	30.117	3	30.122	43.804	30.106	43.804	000	6.061	18.183	0.000
658.0	2.0	56.000	177.036	26.965	4	26.959	46.465	30.000	46.465	000	6.061	18.183	0.000
658.0	2.0	56.000	177.165	26.795	2	-26.801	-43.581	-26.970	-43.581	000	6.061	18.183	0.000
658.0	2.0	56.000	176.285	26.801	1	-26.793	-46.857	-26.959	-46.857	000	6.061	18.183	0.000
658.0	2.0	56.000	176.861	26.992	3	26.998	43.431	26.970	43.431	000	6.061	18.183	0.000
658.0	2.0	60.000	176.224	23.250	4	23.244	46.847	30.000	46.847	000	6.061	18.183	0.000
658.0	2.0	60.000	176.253	23.095	2	-23.102	-43.126	-23.256	-43.126	000	6.061	18.183	0.000
658.0	2.0	60.000	175.263	23.106	1	-23.098	-47.368	-23.244	-47.368	000	6.061	18.183	0.000
658.0	2.0	60.000	175.825	23.297	3	23.304	42.913	23.257	42.913	000	6.061	18.183	0.000
658.0	2.0	64.000	174.934	18.764	4	18.757	47.457	30.000	47.457	000	6.061	18.183	0.000
658.0	2.0	64.000	174.754	18.687	2	-18.694	-42.377	-18.772	-42.376	000	6.061	18.183	0.000
658.0	2.0	64.000	173.690	18.696	1	-18.687	-48.154	-18.757	-48.154	000	6.061	18.183	0.000
658.0	2.0	64.000	174.261	18.888	3	18.897	42.132	18.772	42.132	000	6.061	18.183	0.000
658.0	2.0	68.000	172.480	13.092	4	13.084	48.619	30.000	48.619	000	6.061	18.183	0.000
658.0	2.0	68.000	171.818	13.378	2	-13.386	-40.912	-13.100	-40.912	000	6.061	18.183	0.000
658.0	2.0	68.000	170.687	13.383	1	-13.373	-49.660	-13.084	-49.660	000	6.061	18.183	0.000
658.0	2.0	68.000	171.312	13.555	3	13.564	40.661	13.100	40.661	000	6.061	18.183	0.000
658.0	2.0	52.000	177.534	30.096	4	30.091	46.234	30.000	46.234	000	18.183	18.183	0.000
658.0	2.0	52.000	177.756	29.928	2	-29.933	-43.877	-30.101	-43.877	000	18.183	18.183	0.000
658.0	2.0	52.000	176.941	29.942	1	-29.936	-46.529	-30.091	-46.529	000	18.183	18.183	0.000
658.0	2.0	52.000	177.540	30.117	3	30.123	43.770	30.101	43.770	000	18.183	18.183	0.000
658.0	2.0	56.000	176.967	26.964	4	26.958	46.499	30.000	46.499	000	18.183	18.183	0.000
658.0	2.0	56.000	177.090	26.796	2	-26.801	-43.544	-26.970	-43.544	000	18.183	18.183	0.000
658.0	2.0	56.000	176.192	26.811	1	-26.804	-46.903	-26.958	-46.903	000	18.183	18.183	0.000
658.0	2.0	56.000	176.777	26.994	3	27.000	43.389	26.970	43.389	000	18.183	18.183	0.000
658.0	2.0	60.000	176.135	23.252	4	23.246	46.892	30.000	46.892	000	18.183	18.183	0.000
658.0	2.0	60.000	176.159	23.106	2	-23.112	-43.079	-23.259	-43.079	000	18.183	18.183	0.000
658.0	2.0	60.000	175.172	23.113	1	-23.105	-47.413	-23.245	-47.413	000	18.183	18.183	0.000
658.0	2.0	60.000	175.736	23.299	3	23.306	42.868	23.259	42.869	000	18.183	18.183	0.000
658.0	2.0	64.000	174.831	18.772	4	18.764	47.509	30.000	47.509	000	18.183	18.183	0.000
658.0	2.0	64.000	174.650	18.698	2	-18.705	-42.324	-18.779	-42.324	000	18.183	18.183	0.000
658.0	2.0	64.000	173.593	18.697	1	-18.688	-48.203	-18.764	-48.203	000	18.183	18.183	0.000
658.0	2.0	64.000	174.158	18.880	3	18.889	42.080	18.779	42.080	000	18.183	18.183	0.000
658.0	2.0	68.000	172.347	13.018	4	13.010	48.684	30.000	48.684	000	18.183	18.183	0.000
658.0	2.0	68.000	171.688	13.383	2	-13.392	-40.848	-13.026	-40.848	000	18.183	18.183	0.000
658.0	2.0	68.000	170.564	13.389	1	-13.379	-49.722	-13.010	-49.722	000	18.183	18.183	0.000
658.0	2.0	68.000	171.195	13.558	3	13.567	40.603	13.026	40.603	000	18.183	18.183	0.000
658.0	2.0	52.000	177.507	30.098	4	30.093	46.247	30.000	46.247	000	30.310	18.183	0.000
658.0	2.0	52.000	177.726	29.925	2	-29.930	-43.862	-30.103	-43.862	000	30.305	18.183	0.000
658.0	2.0	52.000	176.914	29.931	1	-29.925	-46.542	-30.093	-46.542	000	30.305	18.183	0.000
658.0	2.0	52.000	177.525	30.122	3	30.127	43.763	30.103	43.762	000	30.305	18.183	0.000
658.0	2.0	56.000	176.923	26.975	4	26.970	46.521	30.000	46.521	000	30.305	18.183	0.000
658.0	2.0	56.000	177.050	26.795	2	-26.801	-43.524	-26.981	-43.524	000	30.305	18.183	0.000
658.0	2.0	56.000	176.175	26.805	1	-26.797	-46.912	-26.969	-46.912	000	30.305	18.183	0.000
658.0	2.0	56.000	176.746	26.995	3	27.002	43.373	26.981	43.373	000	30.305	18.183	0.000
658.0	2.0	60.000	176.066	23.256	4	23.249	46.926	30.000	46.926	000	30.305	18.183	0.000
658.0	2.0	60.000	176.090	23.105	2	-23.111	-43.044	-23.263	-43.044	000	30.305	18.183	0.000
658.0	2.0	60.000	175.106	23.107	1	-23.098	-47.446	-23.249	-47.446	000	30.305	18.183	0.000
658.0	2.0	60.000	175.682	23.303	3	23.311	42.841	23.263	42.841	000	30.305	18.183	0.000
658.0	2.0	64.000	174.709	18.770	4	18.762	47.570	30.000	47.570	000	30.305	18.183	0.000
658.0	2.0	64.000	174.526	18.695	2	-18.703	-42.263	-18.778	-42.263	000	30.305	18.183	0.000
658.0	2.0	64.000	173.476	18.703	1	-18.693	-48.261	-18.762	-48.261	000	30.305	18.183	0.000
658.0	2.0	64.000	174.041	18.882	3	18.891	42.022	18.777	42.021	000	30.305	18.183	0.000
658.0	2.0	68.000	172.126	13.074	4	13.066	48.796	30.000	48.796	000	30.305	18.183	0.000
658.0	2.0	68.000	171.492	13.383	2	-13.392	-40.749	-13.082	-40.749	000	30.305	18.183	0.000
658.0	2.0	68.000	170.367	13.388	1	-13.378	-49.820	-13.065	-49.819	000	30.305	18.183	0.000
658.0	2.0	68.000	170.987	13.572	3	13.582	40.499	13.082	40.499	000	30.305	18.183	0.000
658.0	2.0	52.000	177.456	30.091	4	30.086	46.273	30.000	46.273	000	-18.183	30.305	0.000
658.0	2.0	52.000	177.672	29.933	2	-29.937	-43.835	-30.096	-43.835	000	-18.183	30.305	0.000
658.0	2.0	52.000	176.870	29.940	1	-29.934	-46.564	-30.086	-46.564	000	-18.183	30.305	0.000
658.0	2.0	52.000	177.463	30.114	3	30.119	43.731	30.096	43.731	000	-18.183	30.305	0.000
658.0	2.0	56.000	176.859	26.967	4	26.961	46.553	30.000	46.553	000	-18.183	30.305	0.000
658.0	2.0	56.000	176.986	26.804	2	-26.810	-43.492	-26.973	-43.492	000	-18.183	30.305	0.000
658.0	2.0	56.000	176.106	26.814	1	-26.806	-46.946	-26.961	-46.946	000	-18.183	30.305	0.000
658.0	2.0	56.000	176.677	26.989	3	26.995	43.339	26.973	43.339	000	-18.183	30.305	0.000
658.0	2.0	60.000	175.990	23.256	4	23.250	46.964	30.000	46.964	000	-18.183	30.305	0.000
658.0	2.0	60.000	176.028	23.106	2	-23.113	-43.013	-23.263	-43.013	000	-18.183	30.305	0.000
658.0	2.0	60.000	175.028	23.110	1	-23.102	-47.485	-23.249	-47.485	000	-18.183	30.305	0.000
658.0	2.0	60.000	175.597	23.293	3	23.301	42.799	23.263	42.799	000	-18.183	30.305	0.000
658.0	2.0	64.000	174.617	18.758	4	18.750	47.616	30.000	47.616	000	-18.183	30.305	0.000
658.0	2.0	64.000	174.438	18.696	2	-18.704	-42.219	-18.766	-42.219	000	-18.183	30.305	0.000
658.0	2.0	64.000	173.390	18.704	1	-18.695	-48.305	-18.750	-48.305	000	-18.183	30.305	0.000
658.0	2.0	64.000	173.950	18.885	3	18.894	41.976	18.766	41.976	000	-18.183	30.305	0.000
658.0	2.0	68.000	172.010	12.950	4	12.942	48.852	30.000	48.852	000	-18.183	30.305	0.000
658.0	2.0	68.000	171.371	13.387	2	-13.396	-40.690	-12.958	-40.690	000	-18.183	30.305	0.000
658.0	2.0	68.000	170.235	13.397	1	-13.386	-49.887	-12.942	-49.888	000	-18.183	30.305	0.000
658.0	2.0	68.000	170.866	13.563	3	13.573	40.439	12.958	40.439	000	-18.183	30.305	0.000
658.0	2.0	52.000	177.549	30.094	4	30.089	46.226	30.000	46.226	000	-6.061	30.305	0.000
658.0	2.0	52.000	177.763	29.922	2	-29.927	-43.880	-30.099	-43.880	000	-6.061	30.305	0.000
658.0	2.0	52.000	176.954	29.930	1	-29.924	-46.522	-30.089	-46.522	000	-6.061	30.305	0.000
658.0	2.0	52.000	177.563	30.118	3	30.123	43.781	30.099	43.781	000	-6.061	30.305	0.000
658.0	2.0	56.000	176.975	26.970	4	26.965	46.495	30.000	46.495	000	-6.061	30.305	0.000
658.0	2.0	56.000	177.102	26.794	2	-26.800	-43.550	-26.976	-43.550	000	-6.061	30.305	0.000
658.0	2.0	56.000	176.211	26.802	1	-26.794	-46.894	-26.965	-46.894	000	-6.061	30.305	0.000
658.0	2.0	56.000	176.798	26.987	3	26.994	43.399	26.976	43.399	000	-6.061	30.305	0.000
658.0	2.0	60.000	176.139	23.242	4	23.236	46.890	30.000	46.890	000	-6.061	30.305	0.000
658.0	2.0	60.000	176.173	23.100	2	-23.106	-43.086	-23.249	-43.085	000	-6.061	30.305	0.000
658.0	2.0	60.000	175.177	23.105	1	-23.096	-47.410	-23.236	-47.410	000	-6.061	30.305	0.000
658.0	2.0	60.000	175.747	23.295	3	23.302	42.874	23.249	42.874	000	-6.061	30.305	0.000
658.0	2.0	64.000	174.807	18.765	4	18.757	47.521	30.000	47.521	000	-6.061	30.305	0.000
658.0	2.0	64.000	174.643	18.691	2	-18.699	-42.321	-18.772	-42.321	000	-6.061	30.305	0.000
658.0	2.0	64.000	173.576	18.696	1	-18.687	-48.212	-18.757	-48.212	000	-6.061	30.305	0.000
658.0	2.0	64.000	174.151	18.880	3	18.889	42.077	18.773	42.077	000	-6.061	30.305	0.000
658.0	2.0	68.000	172.265	13.037	4	13.029	48.726	30.000	48.726	000	-6.061	30.305	0.000
658.0	2.0	68.000	171.640	13.380	2	-13.389	-40.824	-13.045	-40.824	000	-6.061	30.305	0.000
658.0	2.0	68.000	170.517	13.385	1	-13.374	-49.745	-13.029	-49.745	000	-6.061	30.305	0.000
658.0	2.0	68.000	171.136	13.557	3	13.567	40.574	13.045	40.574	000	-6.061	30.305	0.000
658.0	2.0	52.000	187.962	29.912	4	29.929	41.018	30.000	41.019	000	6.062	30.305	0.000
658.0	2.0	52.000	177.805	29.923	2	-29.927	-43.903	-29.896	-43.903	000	6.061	30.305	0.000
658.0	2.0	52.000	177.095	29.934	1	-29.928	-46.452	-29.929	-46.452	000	6.061	30.305	0.000
658.0	2.0	52.000	177.555	30.119	3	30.124	43.779	29.896	43.779	000	6.061	30.305	0.000
658.0	2.0	56.000	177.002	26.972	4	26.967	46.482	30.000	46.482	000	6.061	30.305	0.000
658.0	2.0	56.000	177.147	26.793	2	-26.798	-43.572	-26.978	-43.573	000	6.061	30.305	0.000
658.0	2.0	56.000	176.256	26.805	1	-26.797	-46.871	-26.967	-46.872	000	6.061	30.305	0.000
658.0	2.0	56.000	176.829	26.993	3	26.999	43.415	26.978	43.414	000	6.061	30.305	0.000
658.0	2.0	60.000	176.186	23.254	4	23.247	46.866	30.000	46.866	000	6.061	30.305	0.000
658.0	2.0	60.000	176.215	23.095	2	-23.102	-43.107	-23.260	-43.106	000	6.061	30.305	0.000
658.0	2.0	60.000	175.216	23.105	1	-23.096	-47.391	-23.247	-47.391	000	6.061	30.305	0.000
658.0	2.0	60.000	175.799	23.296	3	23.304	42.900	23.260	42.900	000	6.061	30.305	0.000
658.0	2.0	64.000	174.869	18.760	4	18.753	47.490	30.000	47.489	000	6.061	30.305	0.000
658.0	2.0	64.000	174.710	18.687	2	-18.694	-42.354	-18.767	-42.355	000	6.061	30.305	0.000
658.0	2.0	64.000	173.655	18.691	1	-18.681	-48.172	-18.752	-48.172	000	6.061	30.305	0.000
658.0	2.0	64.000	174.219	18.878	3	18.886	42.110	18.768	42.111	000	6.061	30.305	0.000
658.0	2.0	68.000	172.359	12.976	4	12.968	48.678	30.000	48.678	000	6.061	30.305	0.000
658.0	2.0	68.000	171.749	13.376	2	-13.385	-40.879	-12.984	-40.879	000	6.061	30.305	0.000
658.0	2.0	68.000	170.627	13.379	1	-13.369	-49.691	-12.968	-49.691	000	6.061	30.305	0.000
658.0	2.0	68.000	171.256	13.555	3	13.564	40.634	12.984	40.634	000	6.061	30.305	0.000
658.0	2.0	52.000	177.589	30.094	4	30.089	46.206	30.000	46.206	000	18.183	30.305	0.000
658.0	2.0	52.000	177.804	29.930	2	-29.935	-43.901	-30.099	-43.901	000	18.183	30.305	0.000
658.0	2.0	52.000	176.992	29.938	1	-29.932	-46.503	-30.089	-46.503	000	18.183	30.305	0.000
658.0	2.0	52.000	177.598	30.115	3	30.120	43.799	30.099	43.799	000	18.183	30.305	0.000
658.0	2.0	56.000	177.022	26.968	4	26.963	46.472	30.000	46.472	000	18.183	30.305	0.000
658.0	2.0	56.000	177.163	26.799	2	-26.804	-43.580	-26.974	-43.580	000	18.183	30.305	0.000
658.0	2.0	56.000	176.266	26.808	1	-26.800	-46.866	-26.963	-46.866	000	18.183	30.305	0.000
658.0	2.0	56.000	176.842	26.986	3	26.992	43.421	26.974	43.421	000	18.183	30.305	0.000
658.0	2.0	60.000	176.204	23.242	4	23.236	46.857	30.000	46.857	000	18.183	30.305	0.000
658.0	2.0	60.000	176.261	23.101	2	-23.107	-43.130	-23.249	-43.130	000	18.183	30.305	0.000
658.0	2.0	60.000	175.240	23.110	1	-23.101	-47.379	-23.236	-47.379	000	18.183	30.305	0.000
658.0	2.0	60.000	175.812	23.294	3	23.301	42.906	23.249	42.906	000	18.183	30.305	0.000
658.0	2.0	64.000	174.908	18.760	4	18.753	47.470	30.000	47.471	000	18.183	30.305	0.000
658.0	2.0	64.000	174.742	18.695	2	-18.702	-42.371	-18.767	-42.371	000	18.183	30.305	0.000
658.0	2.0	64.000	173.664	18.700	1	-18.691	-48.168	-18.752	-48.168	000	18.183	30.305	0.000
658.0	2.0	64.000	174.240	18.875	3	18.884	42.121	18.767	42.121	000	18.183	30.305	0.000
658.0	2.0	68.000	172.423	13.074	4	13.066	48.647	30.000	48.647	000	18.183	30.305	0.000
658.0	2.0	68.000	171.813	13.384	2	-13.393	-40.910	-13.082	-40.910	000	18.183	30.305	0.000
658.0	2.0	68.000	170.665	13.387	1	-13.377	-49.671	-13.066	-49.671	000	18.183	30.305	0.000
658.0	2.0	68.000	171.291	13.554	3	13.564	40.651	13.082	40.651	000	18.183	30.305	0.000
658.0	2.0	52.000	177.270	30.031	0	NaN	NaN	NaN	NaN	000	-18.183	-30.305	0.000
658.0	2.0	56.000	176.535	26.902	0	NaN	NaN	NaN	NaN	000	-18.183	-30.305	0.000
658.0	2.0	60.000	175.514	23.201	0	NaN	NaN	NaN	NaN	000	-18.183	-30.305	0.000
658.0	2.0	64.000	173.904	18.776	0	NaN	NaN	NaN	NaN	000	-18.183	-30.305	0.000
658.0	2.0	68.000	170.850	13.364	0	NaN	NaN	NaN	NaN	000	-18.183	-30.305	0.000
658.0	2.0	52.000	177.468	30.015	0	NaN	NaN	NaN	NaN	000	-6.061	-30.305	0.000
658.0	2.0	56.000	176.793	26.887	0	NaN	NaN	NaN	NaN	000	-6.061	-30.305	0.000
658.0	2.0	60.000	175.842	23.185	0	NaN	NaN	NaN	NaN	000	-6.061	-30.305	0.000
658.0	2.0	64.000	174.352	18.755	0	NaN	NaN	NaN	NaN	000	-6.061	-30.305	0.000
658.0	2.0	68.000	171.479	13.357	0	NaN	NaN	NaN	NaN	000	-6.061	-30.305	0.000
658.0	2.0	52.000	177.467	30.015	0	NaN	NaN	NaN	NaN	000	6.061	-30.305	0.000
658.0	2.0	56.000	176.784	26.890	0	NaN	NaN	NaN	NaN	000	6.061	-30.305	0.000
658.0	2.0	60.000	175.823	23.189	0	NaN	NaN	NaN	NaN	000	6.061	-30.305	0.000
658.0	2.0	64.000	174.320	18.760	0	NaN	NaN	NaN	NaN	000	6.061	-30.305	0.000
658.0	2.0	68.000	171.452	13.348	0	NaN	NaN	NaN	NaN	000	6.061	-30.305	0.000
658.0	2.0	52.000	177.416	30.021	0	NaN	NaN	NaN	NaN	000	18.183	-30.305	0.000
658.0	2.0	56.000	176.728	26.892	0	NaN	NaN	NaN	NaN	000	18.183	-30.305	0.000
658.0	2.0	60.000	175.751	23.190	0	NaN	NaN	NaN	NaN	000	18.183	-30.305	0.000
658.0	2.0	64.000	174.214	18.762	0	NaN	NaN	NaN	NaN	000	18.183	-30.305	0.000
658.0	2.0	68.000	171.287	13.348	0	NaN	NaN	NaN	NaN	000	18.183	-30.305	0.000
658.0	2.0	52.000	177.424	30.017	0	NaN	NaN	NaN	NaN	000	-30.305	-18.183	0.000
658.0	2.0	56.000	176.733	26.889	0	NaN	NaN	NaN	NaN	000	-30.305	-18.183	0.000
658.0	2.0	60.000	175.755	23.189	0	NaN	NaN	NaN	NaN	000	-30.305	-18.183	0.000
658.0	2.0	64.000	174.234	18.761	0	NaN	NaN	NaN	NaN	000	-30.305	-18.183	0.000
658.0	2.0	68.000	171.329	13.357	0	NaN	NaN	NaN	NaN	000	-30.305	-18.183	0.000
658.0	2.0	52.000	177.491	30.017	0	NaN	NaN	NaN	NaN	000	-18.183	-18.183	0.000
658.0	2.0	56.000	176.824	26.888	0	NaN	NaN	NaN	NaN	000	-18.183	-18.183	0.000
658.0	2.0	60.000	175.877	23.186	0	NaN	NaN	NaN	NaN	000	-18.183	-18.183	0.000
658.0	2.0	64.000	174.390	18.753	0	NaN	NaN	NaN	NaN	000	-18.183	-18.183	0.000
658.0	2.0	68.000	171.541	13.332	0	NaN	NaN	NaN	NaN	000	-18.183	-18.183	0.000
658.0	2.0	52.000	177.535	30.019	0	NaN	NaN	NaN	NaN	000	-6.061	-18.183	0.000
658.0	2.0	56.000	176.873	26.886	0	NaN	NaN	NaN	NaN	000	-6.061	-18.183	0.000
658.0	2.0	60.000	175.942	23.189	0	NaN	NaN	NaN	NaN	000	-6.061	-18.183	0.000
658.0	2.0	64.000	174.477	18.758	0	NaN	NaN	NaN	NaN	000	-6.061	-18.183	0.000
658.0	2.0	68.000	171.692	13.337	0	NaN	NaN	NaN	NaN	000	-6.061	-18.183	0.000
658.0	2.0	52.000	177.502	30.018	0	NaN	NaN	NaN	NaN	000	6.061	-18.183	0.000
658.0	2.0	56.000	176.828	26.889	0	NaN	NaN	NaN	NaN	000	6.061	-18.183	0.000
658.0	2.0	60.000	175.891	23.189	0	NaN	NaN	NaN	NaN	000	6.061	-18.183	0.000
658.0	2.0	64.000	174.415	18.758	0	NaN	NaN	NaN	NaN	000	6.061	-18.183	0.000
658.0	2.0	68.000	171.595	13.328	0	NaN	NaN	NaN	NaN	000	6.061	-18.183	0.000
658.0	2.0	52.000	177.542	30.021	0	NaN	NaN	NaN	NaN	000	18.183	-18.183	0.000
658.0	2.0	56.000	176.887	26.892	0	NaN	NaN	NaN	NaN	000	18.183	-18.183	0.000
658.0	2.0	60.000	175.954	23.190	0	NaN	NaN	NaN	NaN	000	18.183	-18.183	0.000
658.0	2.0	64.000	174.497	18.759	0	NaN	NaN	NaN	NaN	000	18.183	-18.183	0.000
658.0	2.0	68.000	171.702	13.344	0	NaN	NaN	NaN	NaN	000	18.183	-18.183	0.000
658.0	2.0	52.000	177.431	30.021	0	NaN	NaN	NaN	NaN	000	30.305	-18.183	0.000
658.0	2.0	56.000	176.745	26.891	0	NaN	NaN	NaN	NaN	000	30.305	-18.183	0.000
658.0	2.0	60.000	175.771	23.190	0	NaN	NaN	NaN	NaN	000	30.305	-18.183	0.000
658.0	2.0	64.000	174.251	18.759	0	NaN	NaN	NaN	NaN	000	30.305	-18.183	0.000
658.0	2.0	68.000	171.337	13.355	0	NaN	NaN	NaN	NaN	000	30.305	-18.183	0.000
658.0	2.0	52.000	177.445	30.018	0	NaN	NaN	NaN	NaN	000	-30.305	-6.061	0.000
658.0	2.0	56.000	176.756	26.888	0	NaN	NaN	NaN	NaN	000	-30.305	-6.061	0.000
658.0	2.0	60.000	175.789	23.188	0	NaN	NaN	NaN	NaN	000	-30.305	-6.061	0.000
658.0	2.0	64.000	174.276	18.762	0	NaN	NaN	NaN	NaN	000	-30.305	-6.061	0.000
658.0	2.0	68.000	171.377	13.342	0	NaN	NaN	NaN	NaN	000	-30.305	-6.061	0.000
658.0	2.0	52.000	177.483	30.015	0	NaN	NaN	NaN	NaN	000	-18.183	-6.061	0.000
658.0	2.0	56.000	176.813	26.890	0	NaN	NaN	NaN	NaN	000	-18.183	-6.061	0.000
658.0	2.0	60.000	175.859	23.185	0	NaN	NaN	NaN	NaN	000	-18.183	-6.061	0.000
658.0	2.0	64.000	174.367	18.758	0	NaN	NaN	NaN	NaN	000	-18.183	-6.061	0.000
658.0	2.0	68.000	171.525	13.351	0	NaN	NaN	NaN	NaN	000	-18.183	-6.061	0.000
658.0	2.0	52.000	177.410	30.016	0	NaN	NaN	NaN	NaN	000	-6.061	-6.061	0.000
658.0	2.0	56.000	176.716	26.886	0	NaN	NaN	NaN	NaN	000	-6.061	-6.061	0.000
658.0	2.0	60.000	175.737	23.184	0	NaN	NaN	NaN	NaN	000	-6.061	-6.061	0.000
658.0	2.0	64.000	174.211	18.757	0	NaN	NaN	NaN	NaN	000	-6.061	-6.061	0.000
658.0	2.0	68.000	171.305	13.346	0	NaN	NaN	NaN	NaN	000	-6.061	-6.061	0.000
658.0	2.0	52.000	177.564	30.016	0	NaN	NaN	NaN	NaN	000	6.061	-6.061	0.000
658.0	2.0	56.000	176.909	26.889	0	NaN	NaN	NaN	NaN	000	6.061	-6.061	0.000
658.0	2.0	60.000	175.994	23.185	0	NaN	NaN	NaN	NaN	000	6.061	-6.061	0.000
658.0	2.0	64.000	174.554	18.750	0	NaN	NaN	NaN	NaN	000	6.061	-6.061	0.000
658.0	2.0	68.000	171.753	13.301	0	NaN	NaN	NaN	NaN	000	6.061	-6.061	0.000
658.0	2.0	52.000	177.554	30.017	0	NaN	NaN	NaN	NaN	000	18.183	-6.061	0.000
658.0	2.0	56.000	176.897	26.889	0	NaN	NaN	NaN	NaN	000	18.183	-6.061	0.000
658.0	2.0	60.000	175.973	23.187	0	NaN	NaN	NaN	NaN	000	18.183	-6.061	0.000
658.0	2.0	64.000	174.533	18.756	0	NaN	NaN	NaN	NaN	000	18.183	-6.061	0.000
658.0	2.0	68.000	171.788	13.341	0	NaN	NaN	NaN	NaN	000	18.183	-6.061	0.000
658.0	2.0	52.000	177.386	30.021	0	NaN	NaN	NaN	NaN	000	30.305	-6.061	0.000
658.0	2.0	56.000	176.679	26.889	0	NaN	NaN	NaN	NaN	000	30.305	-6.061	0.000
658.0	2.0	60.000	175.676	23.191	0	NaN	NaN	NaN	NaN	000	30.305	-6.061	0.000
658.0	2.0	64.000	174.105	18.765	0	NaN	NaN	NaN	NaN	000	30.305	-6.061	0.000
658.0	2.0	68.000	171.090	13.333	0	NaN	NaN	NaN	NaN	000	30.305	-6.061	0.000
658.0	2.0	52.000	177.395	30.018	0	NaN	NaN	NaN	NaN	000	-30.305	6.061	0.000
658.0	2.0	56.000	176.699	26.889	0	NaN	NaN	NaN	NaN	000	-30.305	6.061	0.000
658.0	2.0	60.000	175.726	23.188	0	NaN	NaN	NaN	NaN	000	-30.305	6.061	0.000
658.0	2.0	64.000	174.208	18.756	0	NaN	NaN	NaN	NaN	000	-30.305	6.061	0.000
658.0	2.0	68.000	171.315	13.336	0	NaN	NaN	NaN	NaN	000	-30.305	6.061	0.000
658.0	2.0	52.000	177.577	30.018	0	NaN	NaN	NaN	NaN	000	-18.183	6.061	0.000
658.0	2.0	56.000	176.926	26.888	0	NaN	NaN	NaN	NaN	000	-18.183	6.061	0.000
658.0	2.0	60.000	176.002	23.181	0	NaN	NaN	NaN	NaN	000	-18.183	6.061	0.000
658.0	2.0	64.000	174.564	18.753	0	NaN	NaN	NaN	NaN	000	-18.183	6.061	0.000
658.0	2.0	68.000	171.812	13.338	0	NaN	NaN	NaN	NaN	000	-18.183	6.061	0.000
658.0	2.0	52.000	177.538	30.018	0	NaN	NaN	NaN	NaN	000	-6.061	6.061	0.000
658.0	2.0	56.000	176.876	26.892	0	NaN	NaN	NaN	NaN	000	-6.061	6.061	0.000
658.0	2.0	60.000	175.947	23.189	0	NaN	NaN	NaN	NaN	000	-6.061	6.061	0.000
658.0	2.0	64.000	174.491	18.756	0	NaN	NaN	NaN	NaN	000	-6.061	6.061	0.000
658.0	2.0	68.000	171.724	13.319	0	NaN	NaN	NaN	NaN	000	-6.061	6.061	0.000
658.0	2.0	52.000	177.459	30.023	0	NaN	NaN	NaN	NaN	000	6.061	6.061	0.000
658.0	2.0	56.000	176.774	26.893	0	NaN	NaN	NaN	NaN	000	6.061	6.061	0.000
658.0	2.0	60.000	175.812	23.194	0	NaN	NaN	NaN	NaN	000	6.061	6.061	0.000
658.0	2.0	64.000	174.311	18.765	0	NaN	NaN	NaN	NaN	000	6.061	6.061	0.000
658.0	2.0	68.000	171.446	13.354	0	NaN	NaN	NaN	NaN	000	6.061	6.061	0.000
658.0	2.0	52.000	177.546	30.019	0	NaN	NaN	NaN	NaN	000	18.183	6.061	0.000
658.0	2.0	56.000	176.878	26.890	0	NaN	NaN	NaN	NaN	000	18.183	6.061	0.000
658.0	2.0	60.000	175.946	23.190	0	NaN	NaN	NaN	NaN	000	18.183	6.061	0.000
658.0	2.0	64.000	174.493	18.759	0	NaN	NaN	NaN	NaN	000	18.183	6.061	0.000
658.0	2.0	68.000	171.701	13.347	0	NaN	NaN	NaN	NaN	000	18.183	6.061	0.000
658.0	2.0	52.000	177.370	30.020	0	NaN	NaN	NaN	NaN	000	30.305	6.061	0.000
658.0	2.0	56.000	176.657	26.892	0	NaN	NaN	NaN	NaN	000	30.305	6.061	0.000
658.0	2.0	60.000	175.658	23.192	0	NaN	NaN	NaN	NaN	000	30.305	6.061	0.000
658.0	2.0	64.000	174.084	18.765	0	NaN	NaN	NaN	NaN	000	30.305	6.061	0.000
658.0	2.0	68.000	171.056	13.346	0	NaN	NaN	NaN	NaN	000	30.305	6.061	0.000
658.0	2.0	52.000	177.510	30.017	0	NaN	NaN	NaN	NaN	000	-30.305	18.183	0.000
